CRDSecid,AcnoMinor,Notional,InstrCode,IssueCurrency,TradeDate,MaturityDate,HiNetSedol,TransactionType,Quantity,Price,HiNetISIN,LongShort,ExchgBuyRate
1892193136                    ,9878        ,313.41,CURCLOPT,USD,5/24/2019,2024-05-29 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1894296469                    ,9878        ,2500000,PASWPCDX,USD,5/29/2019,2019-08-21 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1882394239                    ,9539        ,1250000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,1250000,(null),(null),L,(null)
1887196653                    ,9539        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L,1
1887196898                    ,9539        ,-2500000,FITRSWP,USD,5/20/2019,2020-03-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1881715797                    ,9539        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1882393720                    ,9810        ,-3632796.89,INTRTSWP,SGD,5/15/2019,2026-05-17 00:00:00,(null),SWAPS,-5000000,(null),(null),S,(null)
1887196653                    ,9810        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L,1
1887196776                    ,9810        ,2791237.75,FITRSWP,EUR,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,90.0784,(null),L,0.88441
1888975915                    ,4568        ,-78926.87,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-350319,99.7474,(null),S,1
1888975897                    ,4568        ,-52405.71,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-23474,2.2794,(null),S,1
1888975776                    ,4568        ,-16170.61,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-842,19.31,(null),S,1
1888975450                    ,4568        ,154664.48,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4397,33.16,(null),L,1
1888975944                    ,4568        ,149872.1,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1121,136.13,(null),L,1
1888975912                    ,4568        ,181895.81,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,903,192.34,(null),L,1
1888975927                    ,4568        ,215628.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2605,78.82,(null),L,1
1888975779                    ,4568        ,69463,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1757,38.33,(null),L,1
1888975813                    ,4568        ,158422.35,EQTRSWP,SEK,5/21/2019,2020-01-15 00:00:00,9625501                       ,SWAPS,6815,99.773269,(null),L,9.25955
1888975800                    ,4568        ,22130.34,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,932,23.7,(null),L,1
1888975767                    ,4568        ,92067.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,2659,36.27,(null),L,1
1888975770                    ,4568        ,351190.13,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,4425,76.84,(null),L,1
1888975806                    ,4568        ,247696.1,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,11860,20.44,(null),L,1
1888975773                    ,4568        ,4465600,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,1116400000,(null),(null),L,1
1888975998                    ,4568        ,1693856,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,393920000,(null),(null),L,1
1888975463                    ,4568        ,192630.36,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,6968,26.7,(null),L,1
1888975387                    ,4568        ,319888.63,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,22981,13.191,(null),L,1
1888975794                    ,4568        ,-235533.58,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-32465,6.55,(null),S,1
1888975761                    ,4568        ,-163838.48,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-15493,10,(null),S,1
1888975791                    ,4568        ,-100028.57,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-819,124.62,(null),S,1
1888975906                    ,4568        ,-95553.32,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4311,21.34,(null),S,1
1888975380                    ,4568        ,-158161.78,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-6089,106.585,(null),S,1
1888975924                    ,4568        ,-314820.49,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4177,73.75,(null),S,1
1888975933                    ,4568        ,-202049.88,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1873,99.61,(null),S,1
1888975918                    ,4568        ,-208716.06,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-4489,44.62,(null),S,1
1888975817                    ,4568        ,-212885.34,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-11573,17.37,(null),S,1
1888975809                    ,4568        ,-292962.69,EQTRSWP,HKD,5/21/2019,2020-01-15 00:00:00,9625460                       ,SWAPS,-4658000,110.994,(null),S,7.8477
1888975803                    ,4568        ,-34288.5,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-300,119.29,(null),S,1
1888975496                    ,4568        ,-201981.78,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-5852,31.96,(null),S,1
1888975384                    ,4568        ,-389170.93,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-16445,22.36,(null),S,1
1888975782                    ,4568        ,28085.7,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,16843,1.46,(null),L,1
1888975891                    ,4568        ,379913.6,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,473000,(null),(null),L,1
1888975940                    ,4568        ,-12913.66,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-6385,1.89,(null),S,1
1888975821                    ,4568        ,-222550.9,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-10244,20.43,(null),S,1
1888975921                    ,4568        ,-158126.55,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-21470,6.63,(null),S,1
1888975930                    ,4568        ,225413.08,EQTRSWP,HKD,5/21/2019,2020-01-15 00:00:00,9625288                       ,SWAPS,462000,(null),(null),L,7.84965
1888975949                    ,4568        ,357983.51,EQTRSWP,EUR,5/21/2019,2020-01-15 00:00:00,9625459                       ,SWAPS,8845,(null),(null),L,0.89433
1888975764                    ,4568        ,63503.45,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,43182,(null),(null),L,1
1888975851                    ,4568        ,230594.68,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,76929,(null),(null),L,1
1888975900                    ,4568        ,-69361.19,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-145625,(null),(null),S,1
1882394239                    ,9752        ,1250000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,1250000,(null),(null),L,(null)
1887196653                    ,9752        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L,1
1887196776                    ,9878        ,2791237.75,FITRSWP,EUR,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,90.0784,(null),L,0.88441
1892193011                    ,9878        ,-35872.51,INTRTSWP,INR,5/24/2019,2024-05-24 00:00:00,(null),SWAPS,-2500000,(null),(null),S,(null)
1882393959                    ,9878        ,638667.48,INTRTSWP,BRL,5/15/2019,2020-05-15 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1884002059                    ,7AJF        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1885758126                    ,7AJF        ,2228710.25,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L,(null)
1884002059                    ,7AJF        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1892193136                    ,7AJF        ,313.41,CURCLOPT,USD,5/24/2019,2024-05-29 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1882394239                    ,7AJF        ,1250000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,1250000,(null),(null),L,(null)
1887196653                    ,7AJF        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L,1
1887196776                    ,7AJF        ,2791237.75,FITRSWP,EUR,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,90.0784,(null),L,0.88441
1887196898                    ,7AJF        ,-2500000,FITRSWP,USD,5/20/2019,2020-03-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1881715797                    ,7AJF        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1892193011                    ,7AJF        ,-35872.51,INTRTSWP,INR,5/24/2019,2024-05-24 00:00:00,(null),SWAPS,-2500000,(null),(null),S,(null)
1884002059                    ,9577        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1885758126                    ,9577        ,2228710.25,PASWPCDX,EUR,5/17/2019,2020-05-20 00:00:00,(null),OPTIONS,2000000,115.424,(null),L,(null)
1884002059                    ,9577        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1892193136                    ,9577        ,313.41,CURCLOPT,USD,5/24/2019,2024-05-29 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1887196776                    ,9577        ,2791237.75,FITRSWP,EUR,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2500000,90.0784,(null),L,0.88441
1887196898                    ,9577        ,-2500000,FITRSWP,USD,5/20/2019,2020-03-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1881715797                    ,9577        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1892193011                    ,9577        ,-35872.51,INTRTSWP,INR,5/24/2019,2024-05-24 00:00:00,(null),SWAPS,-2500000,(null),(null),S,(null)
1882393959                    ,9577        ,638667.48,INTRTSWP,BRL,5/15/2019,2020-05-15 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1892193136                    ,70GB        ,313.41,CURCLOPT,USD,5/24/2019,2024-05-29 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1894296469                    ,70GB        ,2500000,PASWPCDX,USD,5/29/2019,2019-08-21 00:00:00,(null),OPTIONS,2500000,(null),(null),L,(null)
1882393720                    ,70GB        ,-3632796.89,INTRTSWP,SGD,5/15/2019,2026-05-17 00:00:00,(null),SWAPS,-5000000,(null),(null),S,(null)
1882394239                    ,70GB        ,1250000,ZCINSWP,USD,5/15/2019,2021-05-17 00:00:00,(null),SWAPS,1250000,(null),(null),L,(null)
1887196653                    ,70GB        ,2000000,FITRSWP,USD,5/20/2019,2020-06-20 00:00:00,(null),SWAPS,2000000,115.985,(null),L,1
1892193011                    ,70GB        ,-35872.51,INTRTSWP,INR,5/24/2019,2024-05-24 00:00:00,(null),SWAPS,-2500000,(null),(null),S,(null)
1882393959                    ,70GB        ,638667.48,INTRTSWP,BRL,5/15/2019,2020-05-15 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1884002059                    ,3472        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1884002059                    ,3472        ,3875000,EQCLOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1884002077                    ,3472        ,-500000,EQCLOPT,USD,5/23/2019,2019-06-21 00:00:00,(null),OPTIONS,-200,(null),(null),S,(null)
1887196898                    ,3472        ,-2500000,FITRSWP,USD,5/20/2019,2020-03-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1881715952                    ,3472        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,99.896,(null),S,0.8919
1881715797                    ,3472        ,-2500000,CMBXSWP,USD,5/14/2019,2059-11-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
(null),9539        ,22647000,CURRFUT,USD,5/16/2019,2019-09-17 00:00:00,(null),FUTURESG,3,74.21,(null),L,(null)
(null),7AJF        ,3427125000,CURRFUT,USD,5/16/2019,2019-09-16 00:00:00,(null),FUTURESG,3,92.035,(null),L,(null)
(null),7AJF        ,15098000,CURRFUT,USD,5/16/2019,2019-09-17 00:00:00,(null),FUTURESG,2,74.21,(null),L,(null)
(null),9752        ,4569500000,CURRFUT,USD,5/16/2019,2019-09-16 00:00:00,(null),FUTURESG,4,92.035,(null),L,(null)
1884002112                    ,9539        ,208.23,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636763                       ,OPTIONS,250,(null),(null),L,(null)
1884002146                    ,9539        ,308.26,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636525                       ,OPTIONS,250,92.0511,(null),L,(null)
1884002129                    ,9539        ,-215.78,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636804                       ,OPTIONS,-250,(null),(null),S,(null)
1884002104                    ,7AJF        ,194.49,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636774                       ,OPTIONS,250,(null),(null),L,(null)
1884002112                    ,7AJF        ,208.23,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636763                       ,OPTIONS,250,(null),(null),L,(null)
1884002146                    ,7AJF        ,308.26,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636525                       ,OPTIONS,250,92.0511,(null),L,(null)
1884002129                    ,7AJF        ,-215.78,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636804                       ,OPTIONS,-250,(null),(null),S,(null)
1884002104                    ,9810        ,194.49,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636774                       ,OPTIONS,250,(null),(null),L,(null)
1884002112                    ,9577        ,208.23,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636763                       ,OPTIONS,250,(null),(null),L,(null)
1884002146                    ,9577        ,308.26,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636525                       ,OPTIONS,250,92.0511,(null),L,(null)
1884002104                    ,70GB        ,194.49,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636774                       ,OPTIONS,250,(null),(null),L,(null)
1884002129                    ,70GB        ,-215.78,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636804                       ,OPTIONS,-250,(null),(null),S,(null)
1884002104                    ,9752        ,194.49,CURCLOPT,USD,5/16/2019,2020-05-20 00:00:00,9636774                       ,OPTIONS,250,(null),(null),L,(null)
1884002129                    ,9752        ,-215.78,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636804                       ,OPTIONS,-250,(null),(null),S,(null)
1884002146                    ,9878        ,308.26,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636525                       ,OPTIONS,250,92.0511,(null),L,(null)
1884002112                    ,9878        ,208.23,CURCLOPT,USD,5/16/2019,2021-05-20 00:00:00,9636763                       ,OPTIONS,250,(null),(null),L,(null)
1892193116                    ,9878        ,-2748724.06,INDTRSWP,EUR,5/24/2019,2023-12-20 00:00:00,(null),SWAPS,-2466650,(null),(null),S,0.89254
1881712599                    ,9878        ,2228710.25,INDTRSWP,EUR,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,2000000,(null),(null),L,0.8919
1881715935                    ,9878        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,0.8919
1881712469                    ,9878        ,2000000,INDTRSWP,USD,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,2000000,100,(null),L,1
1884002068                    ,9878        ,1025000,EQPTOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1885758149                    ,9878        ,-2500000,RESWPCDX,USD,5/17/2019,2019-11-20 00:00:00,(null),OPTIONS,-2500000,90.125,(null),S,(null)
1887198523                    ,9878        ,35450533.78,EQPTOPT,EUR,5/20/2019,2019-07-19 00:00:00,(null),OPTIONS,5732,(null),(null),L,(null)
1887198592                    ,9878        ,-93163208.45,EQCLOPT,EUR,5/20/2019,2019-06-21 00:00:00,(null),OPTIONS,-7741,99.763022,(null),S,(null)
1887198523                    ,9878        ,35450533.78,EQPTOPT,EUR,5/20/2019,2019-07-19 00:00:00,(null),OPTIONS,5732,(null),(null),L,(null)
1884002068                    ,9878        ,1025000,EQPTOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1887198592                    ,9878        ,-93163208.45,EQCLOPT,EUR,5/20/2019,2019-06-21 00:00:00,(null),OPTIONS,-7741,99.763022,(null),S,(null)
1884002068                    ,9878        ,1025000,EQPTOPT,USD,5/16/2019,2019-06-21 00:00:00,(null),OPTIONS,250,(null),(null),L,(null)
1885758283                    ,9878        ,1000000,RECSWPOP,USD,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1000000,(null),(null),S,(null)
1894296497                    ,9878        ,696471.95,RESWPCDX,EUR,5/30/2019,2019-11-20 00:00:00,(null),OPTIONS,625000,(null),(null),S,(null)
1894296497                    ,9878        ,2089415.86,RESWPCDX,EUR,5/30/2019,2019-11-20 00:00:00,(null),OPTIONS,1875000,(null),(null),S,(null)
1885758283                    ,9878        ,1500000,RECSWPOP,USD,5/30/2019,2020-05-17 00:00:00,(null),OPTIONS,1500000,(null),(null),S,(null)
1887198570                    ,9878        ,2451581.27,EQCLOPT,EUR,5/30/2019,2020-03-20 00:00:00,(null),OPTIONS,1000,82.1149,(null),S,(null)
1888974824                    ,4568        ,4400.81,EQTRSWP,GBP,5/21/2019,2020-01-15 00:00:00,9624724                       ,SWAPS,3001,(null),(null),L,0.78223
1888975221                    ,4568        ,125634.14,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,26146,109.543524,(null),L,1
1888975275                    ,4568        ,-185301.09,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2834,65.15,(null),S,1
1888975310                    ,4568        ,-12605.18,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-463,26.58,(null),S,1
1888979004                    ,4568        ,113059.84,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3841,29.95,(null),L,1
1888979197                    ,4568        ,113438.87,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,6873,15.19,(null),L,1
1888975289                    ,4568        ,-15406.48,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-359,40.9,(null),S,1
1888979155                    ,4568        ,123253.13,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,28028,3.65,(null),L,1
1888975454                    ,4568        ,-129264.35,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-12189,10.19,(null),S,1
1888975168                    ,4568        ,155095.33,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,7843,20.01,(null),L,1
1888975203                    ,4568        ,158028.98,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3645,41.6,(null),L,1
1888975116                    ,4568        ,152413.96,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,652457,0.2227,(null),L,1
1888975125                    ,4568        ,14581320,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3738800000,112.332,(null),L,1
1888975119                    ,4568        ,195970.06,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,94786,119.327,(null),L,1
1888979080                    ,4568        ,210942.13,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,5494,36.51,(null),L,1
1888979072                    ,4568        ,31959.9,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3204,10.07,(null),L,1
1888979069                    ,4568        ,274501.45,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,6782,39.55,(null),L,1
1888979060                    ,4568        ,178028.03,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,5271,31.79,(null),L,1
1888979076                    ,4568        ,238101.44,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,6357,32.67,(null),L,1
1888979022                    ,4568        ,-72589.79,EQTRSWP,CAD,5/21/2019,2020-01-15 00:00:00,9625136                       ,SWAPS,-37266,(null),(null),S,1.3412
1888979001                    ,4568        ,-211404.83,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2115,99.48,(null),S,1
1888975133                    ,4568        ,-59762.03,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1359,42.83,(null),S,1
1888975239                    ,4568        ,-157896.51,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-7838,18.19,(null),S,1
1888975283                    ,4568        ,-123592.7,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-9172,12.57,(null),S,1
1888975143                    ,4568        ,-193781.25,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-13807,13.27,(null),S,1
1888979102                    ,4568        ,-189089.82,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-6948,27.58,(null),S,1
1888979092                    ,4568        ,-125776.99,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2042,59.78,(null),S,1
1888975286                    ,4568        ,-12221.85,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-1013,10.7,(null),S,1
1888979063                    ,4568        ,-215546.42,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-2991,71.58,(null),S,1
1888975255                    ,4568        ,79787.4,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,3080,25.85,(null),L,1
1888975466                    ,4568        ,190595.3,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,19012,8.55,(null),L,1
1888979048                    ,4568        ,-293580.71,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-66685,3.88,(null),S,1
1888975243                    ,4568        ,369345.15,EQTRSWP,CHF,5/21/2019,2020-01-15 00:00:00,9625567                       ,SWAPS,8186,(null),(null),L,1.00945
1888975252                    ,4568        ,365038.71,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,526144,(null),(null),L,1
1888975148                    ,4568        ,245734.12,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,217946,(null),(null),L,1
1888979613                    ,4568        ,192985.87,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,273700,(null),(null),L,1
1888979110                    ,4568        ,246391.55,EQTRSWP,MXN,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,5439,(null),(null),L,19.01265
1888979083                    ,4568        ,134662.97,EQTRSWP,JPY,5/21/2019,2020-01-15 00:00:00,9625125                       ,SWAPS,27500,(null),(null),L,110.59
1888975122                    ,4568        ,-3149.04,EQTRSWP,JPY,5/21/2019,2020-01-15 00:00:00,9625578                       ,SWAPS,-300,(null),(null),S,110.59
1888975136                    ,4568        ,-3471.3,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-348,(null),(null),S,1
1888975295                    ,4568        ,-135268.89,EQTRSWP,EUR,5/21/2019,2020-01-15 00:00:00,9625545                       ,SWAPS,-502388,(null),(null),S,0.89433
1888975421                    ,4568        ,-187460.35,EQTRSWP,USD,5/21/2019,2020-01-15 00:00:00,(null),SWAPS,-36938,(null),(null),S,1
1888979019                    ,4568        ,-394855.43,EQTRSWP,NOK,5/21/2019,2020-01-15 00:00:00,9625084                       ,SWAPS,-216254,(null),(null),S,8.7541
1880563550                    ,9878        ,2500000,CRDEFSWP,USD,5/13/2019,2024-06-20 00:00:00,(null),SWAPS,2500000,99.98251,(null),L,1
1894295947                    ,9878        ,78995.18,INTRTSWP,THB,5/29/2019,2024-05-31 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1881715800                    ,9539        ,-2500000,INDTRSWP,USD,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1882394358                    ,9539        ,-2785887.81,INTRTSWP,EUR,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,(null)
1881715952                    ,9539        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,99.896,(null),S,0.8919
1882394436                    ,9539        ,1732129.62,INTRTSWP,AUD,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1882394299                    ,9539        ,-2500000,INTRTSWP,USD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,-2500000,(null),(null),S,(null)
1881715793                    ,9539        ,2000000,INDTRSWP,USD,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,2000000,99.84215,(null),L,1
1881715806                    ,9539        ,-2500000,INDTRSWP,USD,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1882394318                    ,9539        ,2500000,INTRTSWP,USD,5/15/2019,2024-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1881712612                    ,9539        ,2228710.25,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,2000000,(null),(null),L,0.8919
1882394377                    ,7AJF        ,2785887.81,INTRTSWP,EUR,5/15/2019,2029-05-17 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
1881712599                    ,7AJF        ,2228710.25,INDTRSWP,EUR,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,2000000,(null),(null),L,0.8919
1881712603                    ,7AJF        ,2228710.25,INDTRSWP,EUR,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,2000000,99.99299,(null),L,0.8919
1882394417                    ,7AJF        ,-1732129.62,INTRTSWP,AUD,5/15/2019,2024-05-15 00:00:00,(null),SWAPS,-2500000,(null),(null),S,(null)
1881715800                    ,7AJF        ,-2500000,INDTRSWP,USD,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,1
1881712607                    ,7AJF        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2024-06-20 00:00:00,(null),SWAPS,-2500000,(null),(null),S,0.8919
1881712469                    ,7AJF        ,2000000,INDTRSWP,USD,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,2000000,100,(null),L,1
1881715952                    ,7AJF        ,-2785887.81,INDTRSWP,EUR,5/14/2019,2023-12-20 00:00:00,(null),SWAPS,-2500000,99.896,(null),S,0.8919
1882394436                    ,7AJF        ,1732129.62,INTRTSWP,AUD,5/15/2019,2029-05-15 00:00:00,(null),SWAPS,2500000,(null),(null),L,(null)
